# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Sep 26 02:02:47 UTC 2025
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.00000 2.1246407032 2.5734852445    2.123  2.450  3.6349  1.807    0 -1.355 2.035 0.614 -0.691 -1.432 -2.016 -2.894 -3.568 -3.685
0.0152 0.01508 9.00000 2.1246652603 2.5734861529    2.123  2.411  3.6379  1.858    0 -1.257 2.068 0.667 -0.616 -1.350 -1.926 -2.791 -3.460 -3.572
0.0152 0.01508 9.00000 2.1246898174 2.5734870612    2.123  2.369  3.6412  1.913    0 -1.153 2.099 0.722 -0.537 -1.261 -1.829 -2.679 -3.343 -3.450
0.0152 0.01508 9.00000 2.1247284412 2.5734884897    2.124  2.310  3.6459  1.990    0 -1.005 2.141 0.801 -0.422 -1.133 -1.689 -2.521 -3.177 -3.278
0.0152 0.01508 9.00000 2.1247808933 2.5734904296    2.124  2.249  3.6506  2.071    0 -0.851 2.157 0.887 -0.305 -0.998 -1.542 -2.355 -2.998 -3.094
0.0152 0.01508 9.00000 2.1248507500 2.5734930131    2.124  2.191  3.6549  2.145    0 -0.708 2.173 0.970 -0.194 -0.871 -1.404 -2.199 -2.829 -2.923
0.0152 0.01508 9.00000 2.1249184608 2.5734955170    2.124  2.148  3.6582  2.202    0 -0.600 2.186 1.033 -0.109 -0.774 -1.299 -2.081 -2.701 -2.792
0.0152 0.01508 9.00000 2.1249952316 2.5734983557    2.124  2.106  3.6613  2.256    0 -0.496 2.203 1.096 -0.027 -0.681 -1.198 -1.968 -2.579 -2.668
0.0152 0.01508 9.00000 2.1250836849 2.5735016261    2.124  2.066  3.6643  2.309    0 -0.395 2.221 1.159 0.055 -0.588 -1.099 -1.858 -2.460 -2.547
0.0152 0.01508 9.00000 2.1252167225 2.5735065443    2.124  2.016  3.6680  2.373    0 -0.271 2.245 1.235 0.154 -0.476 -0.978 -1.722 -2.314 -2.399
0.0152 0.01508 9.00000 2.1253950596 2.5735131361    2.124  1.968  3.6715  2.435    0 -0.151 2.272 1.312 0.253 -0.366 -0.861 -1.591 -2.173 -2.256
0.0152 0.01508 9.00000 2.1256666183 2.5735231711    2.124  1.923  3.6748  2.494    0 -0.037 2.300 1.386 0.347 -0.260 -0.748 -1.466 -2.039 -2.120
0.0152 0.01508 9.00000 2.1259276867 2.5735328157    2.125  1.889  3.6773  2.537    0 0.047 2.331 1.444 0.417 -0.183 -0.666 -1.375 -1.940 -2.020
0.0152 0.01508 9.00000 2.1261627674 2.5735414979    2.125  1.858  3.6795  2.577    0 0.124 2.362 1.498 0.481 -0.113 -0.591 -1.291 -1.850 -1.928
0.0152 0.01508 9.00000 2.1263952255 2.5735500811    2.125  1.828  3.6817  2.616    0 0.200 2.394 1.552 0.545 -0.042 -0.516 -1.208 -1.760 -1.837
0.0152 0.01508 9.00000 2.1267256737 2.5735622787    2.126  1.787  3.6847  2.669    0 0.303 2.438 1.626 0.633 0.053 -0.414 -1.095 -1.639 -1.714
0.0152 0.01508 9.00000 2.1271617413 2.5735783682    2.126  1.743  3.6879  2.726    0 0.414 2.486 1.705 0.727 0.155 -0.305 -0.975 -1.509 -1.582
0.0152 0.01508 9.00000 2.1277508736 2.5736000934    2.127  1.699  3.6912  2.784    0 0.524 2.532 1.783 0.820 0.258 -0.197 -0.854 -1.378 -1.449
0.0152 0.01508 9.00000 2.1285545826 2.5736297091    2.127  1.656  3.6945  2.840    0 0.630 2.576 1.859 0.911 0.357 -0.091 -0.736 -1.251 -1.321
0.0152 0.01508 9.00000 2.1299591064 2.5736814024    2.129  1.613  3.6981  2.897    0 0.737 2.615 1.932 1.000 0.456 0.015 -0.617 -1.122 -1.189
0.0152 0.01508 9.00000 2.1306061745 2.5737051913    2.129  1.606  3.6988  2.907    0 0.754 2.620 1.943 1.014 0.472 0.032 -0.598 -1.100 -1.168
0.0152 0.01508 9.00000 2.1500000954 2.5744105556    2.149  1.632  3.6992  2.887    0 0.690 2.549 1.877 0.949 0.408 -0.031 -0.660 -1.162 -1.228
0.0152 0.01508 9.00000 2.1653356552 2.5749580400    2.164  1.653  3.6993  2.869    0 0.637 2.491 1.821 0.894 0.354 -0.085 -0.713 -1.214 -1.281
0.0152 0.01508 9.00000 2.1935615540 2.5759427386    2.192  1.696  3.6997  2.834    0 0.531 2.378 1.713 0.786 0.248 -0.191 -0.818 -1.317 -1.384
0.0152 0.01508 9.00000 2.2000000477 2.5761632879    2.199  1.706  3.6997  2.825    0 0.504 2.351 1.686 0.759 0.221 -0.218 -0.844 -1.344 -1.411
0.0152 0.01508 9.00000 2.2092814445 2.5764786203    2.208  1.722  3.6996  2.811    0 0.465 2.312 1.647 0.720 0.182 -0.257 -0.884 -1.383 -1.450
0.0152 0.01508 9.00000 2.2300825119 2.5771743790    2.229  1.760  3.6991  2.775    0 0.371 2.227 1.558 0.628 0.089 -0.351 -0.980 -1.480 -1.547
0.0152 0.01508 9.00000 2.2500000000 2.5778267375    2.249  1.798  3.6980  2.736    0 0.275 2.151 1.472 0.537 -0.005 -0.447 -1.080 -1.583 -1.651
0.0152 0.01508 9.00000 2.2621996403 2.5782197955    2.261  1.823  3.6971  2.710    0 0.213 2.105 1.418 0.479 -0.065 -0.508 -1.144 -1.650 -1.719
0.0152 0.01508 9.00000 2.2634665966 2.5782603362    2.262  1.825  3.6970  2.707    0 0.207 2.101 1.413 0.473 -0.071 -0.515 -1.151 -1.658 -1.726
0.0152 0.01508 9.00000 2.2688078880 2.5784306769    2.267  1.839  3.6961  2.691    0 0.173 2.083 1.387 0.444 -0.103 -0.548 -1.188 -1.697 -1.766
0.0152 0.01508 9.00000 2.2855548859 2.5789588297    2.284  1.889  3.6920  2.628    0 0.048 2.035 1.300 0.338 -0.219 -0.672 -1.327 -1.848 -1.919
0.0152 0.01508 9.00000 2.2870960236 2.5790069861    2.286  1.896  3.6912  2.617    0 0.029 2.031 1.288 0.322 -0.236 -0.691 -1.349 -1.872 -1.943
0.0152 0.01508 9.00000 2.2927353382 2.5791825649    2.291  2.020  3.6810  2.454    0 -0.281 1.933 1.082 0.065 -0.522 -0.996 -1.692 -2.245 -2.322
0.0152 0.01508 9.00000 2.2980844975 2.5793481943    2.297  2.054  3.6776  2.408    0 -0.364 1.933 1.037 0.001 -0.597 -1.079 -1.787 -2.349 -2.428
0.0152 0.01508 9.00000 2.2996678352 2.5793970503    2.298  2.096  3.6735  2.349    0 -0.471 1.929 0.978 -0.081 -0.693 -1.184 -1.907 -2.481 -2.562
0.0152 0.01508 9.00000 2.2999999523 2.5794072884    2.299  2.112  3.6720  2.327    0 -0.511 1.926 0.955 -0.113 -0.729 -1.223 -1.952 -2.530 -2.612
0.0152 0.01508 9.00000 2.3002045155 2.5794135927    2.299  2.123  3.6711  2.313    0 -0.537 1.925 0.941 -0.133 -0.752 -1.248 -1.980 -2.561 -2.644
0.0152 0.01508 9.00000 2.3005259037 2.5794234948    2.299  2.152  3.6684  2.273    0 -0.610 1.921 0.900 -0.190 -0.818 -1.320 -2.063 -2.651 -2.736
0.0152 0.01508 9.00000 2.3006637096 2.5794277397    2.299  2.178  3.6661  2.238    0 -0.675 1.918 0.864 -0.240 -0.876 -1.383 -2.135 -2.730 -2.816
0.0152 0.01508 9.00000 2.3007385731 2.5794300455    2.299  2.205  3.6638  2.202    0 -0.743 1.911 0.825 -0.293 -0.937 -1.449 -2.210 -2.811 -2.899
0.0152 0.01508 9.00000 2.3007879257 2.5794315654    2.299  2.231  3.6617  2.167    0 -0.808 1.905 0.788 -0.343 -0.995 -1.511 -2.280 -2.888 -2.977
0.0152 0.01508 9.00000 2.3008797169 2.5794343922    2.300  2.216  3.6630  2.188    0 -0.770 1.907 0.809 -0.314 -0.961 -1.475 -2.239 -2.843 -2.931
0.0152 0.01508 9.00000 2.3010885715 2.5794408231    2.300  2.197  3.6646  2.213    0 -0.722 1.912 0.837 -0.276 -0.918 -1.428 -2.186 -2.785 -2.872
0.0152 0.01508 9.00000 2.3025770187 2.5794866155    2.301  2.258  3.6596  2.133    0 -0.874 1.896 0.749 -0.395 -1.054 -1.576 -2.353 -2.967 -3.057
0.0152 0.01508 9.00000 2.3033282757 2.5795097023    2.302  2.303  3.6559  2.072    0 -0.989 1.888 0.684 -0.483 -1.156 -1.686 -2.478 -3.103 -3.196
0.0152 0.01508 9.00000 2.3040084839 2.5795305907    2.303  2.350  3.6521  2.011    0 -1.105 1.881 0.620 -0.571 -1.258 -1.798 -2.605 -3.241 -3.337
0.0152 0.01508 9.00000 2.3045592308 2.5795474931    2.303  2.395  3.6483  1.950    0 -1.218 1.859 0.561 -0.659 -1.358 -1.906 -2.728 -3.371 -3.472
0.0152 0.01508 9.00000 2.3049740791 2.5795602187    2.304  2.436  3.6451  1.896    0 -1.321 1.832 0.506 -0.738 -1.446 -2.002 -2.838 -3.487 -3.592
0.0152 0.01508 9.00000 2.3053104877 2.5795705343    2.304  2.475  3.6420  1.846    0 -1.417 1.805 0.455 -0.812 -1.529 -2.092 -2.941 -3.594 -3.704
0.0152 0.01508 9.00000 2.3055694103 2.5795784714    2.304  2.511  3.6389  1.797    0 -1.508 1.781 0.408 -0.881 -1.606 -2.177 -3.039 -3.698 -3.812
0.0152 0.01508 9.00000 2.3057234287 2.5795831918    2.304  2.543  3.6362  1.755    0 -1.587 1.759 0.367 -0.940 -1.672 -2.250 -3.123 -3.786 -3.905
0.0152 0.01508 9.00000 2.3058960438 2.5795884813    2.305  2.577  3.6335  1.710    0 -1.672 1.731 0.321 -1.004 -1.743 -2.327 -3.212 -3.880 -4.004
0.0152 0.01508 9.00000 2.3060824871 2.5795941935    2.305  2.607  3.6310  1.669    0 -1.748 1.707 0.280 -1.062 -1.806 -2.397 -3.293 -3.965 -4.094
0.0152 0.01508 9.00000 2.3062720299 2.5795999996    2.305  2.639  3.6284  1.627    0 -1.827 1.680 0.238 -1.120 -1.870 -2.469 -3.377 -4.053 -4.186
0.0152 0.01508 9.00000 2.3064539433 2.5796055710    2.305  2.670  3.6258  1.586    0 -1.904 1.653 0.197 -1.177 -1.933 -2.540 -3.459 -4.140 -4.278
0.0152 0.01508 9.00000 2.3066332340 2.5796110610    2.305  2.701  3.6232  1.544    0 -1.983 1.624 0.154 -1.235 -1.997 -2.611 -3.542 -4.227 -4.370
0.0152 0.01508 9.00000 2.3068099022 2.5796164698    2.306  2.733  3.6205  1.502    0 -2.062 1.597 0.112 -1.292 -2.060 -2.681 -3.625 -4.315 -4.464
0.0152 0.01508 9.00000 2.3069825172 2.5796217536    2.306  2.766  3.6177  1.458    0 -2.145 1.600 0.074 -1.346 -2.125 -2.758 -3.714 -4.412 -4.565
0.0152 0.01508 9.00000 2.3071525097 2.5796269562    2.306  2.800  3.6149  1.413    0 -2.229 1.608 0.038 -1.400 -2.190 -2.835 -3.805 -4.511 -4.667
0.0152 0.01508 9.00000 2.3073232174 2.5796321798    2.306  2.840  3.6114  1.359    0 -2.330 1.618 -0.006 -1.464 -2.269 -2.928 -3.914 -4.630 -4.791
0.0152 0.01508 9.00000 2.3074760437 2.5796368555    2.306  2.883  3.6078  1.301    0 -2.436 1.629 -0.048 -1.528 -2.348 -3.025 -4.028 -4.755 -4.921
0.0152 0.01508 9.00000 2.3075065613 2.5796377891    2.306  2.893  3.6069  1.288    0 -2.462 1.631 -0.058 -1.542 -2.366 -3.048 -4.056 -4.784 -4.952
#isochrone terminated
